"","TeamName","Season","NumOT","TeamID","Score","FGM","FGA","FGM3","FGA3","WFTM","FTA","OR","DR","Ast","TO","Stl","Blk","Pf","Won","FGPCT","FG3PCT","FTP"
"1457","Cal Poly",2022,0,1142,61,19,46,6,11,17,22,6,23,11,18,5,2,25,"1",0.41304347826087,0.545454545454545,0.772727272727273
"1458","California",2022,0,1143,72,29,62,4,11,10,10,5,32,13,11,4,4,15,"1",0.467741935483871,0.363636363636364,1
"1459","Charlotte",2022,0,1150,68,23,45,11,17,11,12,4,23,15,14,7,2,7,"1",0.511111111111111,0.647058823529412,0.916666666666667
"1460","Clemson",2022,1,1155,90,28,60,11,26,23,27,10,26,17,10,7,1,17,"1",0.466666666666667,0.423076923076923,0.851851851851852
"1461","Colorado St",2022,0,1161,66,25,53,11,26,5,6,7,26,21,13,5,4,12,"1",0.471698113207547,0.423076923076923,0.833333333333333
"1462","Connecticut",2022,0,1163,74,24,57,8,27,18,24,7,27,16,8,3,6,14,"1",0.421052631578947,0.296296296296296,0.75
"1463","Creighton",2022,0,1166,83,27,60,8,24,21,25,9,24,13,9,3,7,14,"1",0.45,0.333333333333333,0.84
"1464","CS Bakersfield",2022,0,1167,59,24,58,2,9,9,10,11,20,10,9,6,4,20,"1",0.413793103448276,0.222222222222222,0.9
"1465","Detroit",2022,0,1178,83,31,68,15,36,6,7,16,23,21,8,6,0,15,"1",0.455882352941176,0.416666666666667,0.857142857142857
"1466","Duquesne",2022,0,1182,64,26,66,7,23,5,12,9,25,11,3,7,4,12,"1",0.393939393939394,0.304347826086957,0.416666666666667
"1467","E Michigan",2022,4,1185,92,30,79,8,27,24,40,10,44,14,22,14,5,16,"1",0.379746835443038,0.296296296296296,0.6
"1468","E Washington",2022,0,1186,76,27,54,9,24,13,15,4,28,17,12,7,5,14,"1",0.5,0.375,0.866666666666667
"1469","ETSU",2022,0,1190,82,31,67,13,29,7,9,10,22,13,8,9,2,17,"1",0.462686567164179,0.448275862068966,0.777777777777778
"1470","FL Gulf Coast",2022,0,1195,85,31,64,14,35,9,13,10,24,23,12,8,4,14,"1",0.484375,0.4,0.692307692307692
"1471","Fresno St",2022,0,1201,63,19,52,6,23,19,21,6,20,10,12,11,1,20,"1",0.365384615384615,0.260869565217391,0.904761904761905
"1472","Georgetown",2022,0,1207,79,25,55,11,26,18,21,6,26,20,10,4,3,11,"1",0.454545454545455,0.423076923076923,0.857142857142857
"1473","IL Chicago",2022,0,1227,71,22,55,7,25,20,29,9,25,12,12,7,6,23,"1",0.4,0.28,0.689655172413793
"1474","Illinois St",2022,0,1229,81,25,44,13,21,18,21,7,23,12,21,4,9,21,"1",0.568181818181818,0.619047619047619,0.857142857142857
"1475","Incarnate Word",2022,0,1230,72,25,49,8,18,14,20,4,32,12,16,1,5,20,"1",0.510204081632653,0.444444444444444,0.7
"1476","PFW",2022,0,1236,78,27,49,9,21,15,19,4,21,13,16,3,2,19,"1",0.551020408163265,0.428571428571429,0.789473684210526
"1477","Jacksonville",2022,0,1239,77,27,49,11,17,12,13,4,22,12,15,10,4,19,"1",0.551020408163265,0.647058823529412,0.923076923076923
"1478","James Madison",2022,0,1241,79,27,53,7,17,18,34,4,25,16,10,10,2,17,"1",0.509433962264151,0.411764705882353,0.529411764705882
"1479","Kansas",2022,0,1242,102,33,59,14,27,22,32,11,22,20,11,6,6,16,"1",0.559322033898305,0.518518518518518,0.6875
"1480","La Salle",2022,0,1247,76,29,58,10,23,8,11,6,23,19,8,4,4,11,"1",0.5,0.434782608695652,0.727272727272727
"1481","Longwood",2022,0,1255,94,29,58,11,20,25,36,13,28,19,18,9,1,17,"1",0.5,0.55,0.694444444444444
"1482","Louisiana Tech",2022,0,1256,78,27,56,4,21,20,24,4,24,10,12,8,0,13,"1",0.482142857142857,0.19047619047619,0.833333333333333
"1483","LSU",2022,0,1261,69,24,61,3,19,18,24,13,24,13,20,11,6,17,"1",0.39344262295082,0.157894736842105,0.75
"1484","Marshall",2022,0,1267,80,35,72,5,21,5,5,17,33,15,21,6,7,14,"1",0.486111111111111,0.238095238095238,1
"1485","Mercer",2022,0,1273,77,23,52,10,21,21,22,8,20,13,18,11,3,16,"1",0.442307692307692,0.476190476190476,0.954545454545455
"1486","Michigan St",2022,0,1277,80,31,59,9,21,9,13,8,28,21,11,4,7,8,"1",0.525423728813559,0.428571428571429,0.692307692307692
"1487","Minnesota",2022,0,1278,75,29,57,6,18,11,16,3,22,2,2,2,1,14,"1",0.508771929824561,0.333333333333333,0.6875
"1488","Missouri St",2022,0,1283,69,23,58,4,21,19,24,8,28,8,11,11,4,13,"1",0.396551724137931,0.19047619047619,0.791666666666667
"1489","Montana St",2022,0,1286,72,24,49,7,21,17,25,4,28,12,16,8,4,17,"1",0.489795918367347,0.333333333333333,0.68
"1490","MTSU",2022,0,1292,84,24,54,9,20,27,37,10,24,12,14,8,5,19,"1",0.444444444444444,0.45,0.72972972972973
"1491","New Mexico St",2022,0,1308,63,20,43,2,16,21,25,10,25,10,24,6,7,24,"1",0.465116279069767,0.125,0.84
"1492","North Carolina",2022,0,1314,80,23,59,7,23,27,35,13,30,11,16,12,3,14,"1",0.389830508474576,0.304347826086957,0.771428571428571
"1493","North Florida",2022,0,1316,91,27,46,15,29,22,25,2,19,16,14,3,7,14,"1",0.58695652173913,0.517241379310345,0.88
"1494","North Texas",2022,0,1317,66,24,53,8,25,10,11,6,20,16,8,4,1,17,"1",0.452830188679245,0.32,0.909090909090909
"1495","Notre Dame",2022,0,1323,66,26,56,7,22,7,8,4,25,15,8,3,0,14,"1",0.464285714285714,0.318181818181818,0.875
"1496","Ohio",2022,0,1325,55,18,49,5,19,14,16,7,26,8,11,4,2,10,"1",0.36734693877551,0.263157894736842,0.875
"1497","Ohio St",2022,0,1326,73,29,58,6,19,9,13,7,40,15,14,4,4,14,"1",0.5,0.315789473684211,0.692307692307692
"1498","Oklahoma",2022,0,1328,88,28,51,13,22,19,22,5,30,18,15,7,1,19,"1",0.549019607843137,0.590909090909091,0.863636363636364
"1499","Pepperdine",2022,0,1337,79,29,55,10,24,11,15,7,33,21,17,5,8,18,"1",0.527272727272727,0.416666666666667,0.733333333333333
"1500","Princeton",2022,0,1343,84,32,58,15,29,5,11,8,23,19,12,4,2,16,"1",0.551724137931034,0.517241379310345,0.454545454545455
"1501","Providence",2022,0,1344,68,28,65,6,26,6,11,4,40,17,11,6,5,15,"1",0.430769230769231,0.230769230769231,0.545454545454545
"1502","Quinnipiac",2022,0,1346,73,26,56,10,25,11,14,15,23,13,17,10,3,15,"1",0.464285714285714,0.4,0.785714285714286
"1503","Rice",2022,0,1349,88,32,64,15,31,9,13,5,22,20,11,5,7,22,"1",0.5,0.483870967741935,0.692307692307692
"1504","Richmond",2022,0,1350,72,22,62,13,32,15,23,9,26,17,7,8,1,11,"1",0.354838709677419,0.40625,0.652173913043478
"1505","S Dakota St",2022,0,1355,77,28,52,10,16,11,15,6,25,13,18,5,0,15,"1",0.538461538461538,0.625,0.733333333333333
"1506","Samford",2022,0,1359,52,17,54,7,37,11,16,9,24,12,12,7,3,15,"1",0.314814814814815,0.189189189189189,0.6875
"1507","San Jose St",2022,0,1363,78,24,55,12,29,18,21,4,29,19,12,8,1,14,"1",0.436363636363636,0.413793103448276,0.857142857142857
"1508","SF Austin",2022,0,1372,63,20,51,8,15,15,24,8,27,12,12,7,2,11,"1",0.392156862745098,0.533333333333333,0.625
"1509","Siena",2022,0,1373,72,31,53,8,18,2,8,5,22,15,15,6,3,17,"1",0.584905660377358,0.444444444444444,0.25
"1510","South Dakota",2022,1,1377,76,25,61,6,20,20,25,6,33,16,7,5,5,11,"1",0.409836065573771,0.3,0.8
"1511","Southern Univ",2022,0,1380,72,24,50,4,15,20,28,10,23,9,20,12,6,18,"1",0.48,0.266666666666667,0.714285714285714
"1512","St Francis NY",2022,0,1383,75,29,66,11,28,6,12,16,18,18,6,6,1,14,"1",0.439393939393939,0.392857142857143,0.5
"1513","St Joseph's PA",2022,0,1386,68,21,54,8,24,18,26,5,36,16,13,6,3,20,"1",0.388888888888889,0.333333333333333,0.692307692307692
"1514","St Louis",2022,0,1387,79,29,55,11,27,10,12,6,20,20,14,5,4,19,"1",0.527272727272727,0.407407407407407,0.833333333333333
"1515","St Mary's CA",2022,0,1388,80,31,60,8,17,10,12,8,23,20,10,10,3,15,"1",0.516666666666667,0.470588235294118,0.833333333333333
"1516","Stony Brook",2022,0,1392,86,31,64,9,30,15,19,11,21,18,9,11,1,15,"1",0.484375,0.3,0.789473684210526
"1517","TAM C. Christi",2022,0,1394,87,29,58,7,20,22,29,5,21,13,16,9,1,26,"1",0.5,0.35,0.758620689655172
"1518","TCU",2022,0,1395,68,24,57,3,13,17,24,15,22,11,14,12,6,15,"1",0.421052631578947,0.230769230769231,0.708333333333333
"1519","Tennessee",2022,0,1397,76,29,64,13,35,5,7,12,17,22,7,13,4,12,"1",0.453125,0.371428571428571,0.714285714285714
"1520","Towson",2022,0,1406,89,29,64,16,36,15,24,15,29,17,10,4,2,17,"1",0.453125,0.444444444444444,0.625
"1521","Troy",2022,0,1407,75,27,59,7,20,14,23,15,21,12,18,9,0,17,"1",0.457627118644068,0.35,0.608695652173913
"1522","Tulsa",2022,0,1409,69,22,47,7,14,18,24,4,24,11,9,6,4,8,"1",0.468085106382979,0.5,0.75
"1523","UCF",2022,0,1416,83,32,61,11,28,8,15,15,24,19,16,8,1,12,"1",0.524590163934426,0.392857142857143,0.533333333333333
"1524","UCLA",2022,0,1417,67,24,66,9,24,10,17,12,30,16,10,7,3,13,"1",0.363636363636364,0.375,0.588235294117647
"1525","UNC Asheville",2022,0,1421,73,27,60,12,30,7,12,5,28,16,10,5,5,14,"1",0.45,0.4,0.583333333333333
"1526","UNLV",2022,0,1424,95,28,54,11,24,28,37,8,22,23,9,11,4,17,"1",0.518518518518518,0.458333333333333,0.756756756756757
"1527","UT Arlington",2022,0,1426,56,20,54,6,24,10,14,6,28,18,13,8,6,11,"1",0.37037037037037,0.25,0.714285714285714
"1528","UT San Antonio",2022,0,1427,78,27,57,10,23,14,14,3,26,11,14,10,4,11,"1",0.473684210526316,0.434782608695652,1
"1529","Utah",2022,0,1428,96,35,60,10,18,16,18,10,29,26,10,4,2,22,"1",0.583333333333333,0.555555555555556,0.888888888888889
"1530","Utah St",2022,0,1429,82,31,64,13,33,7,11,12,25,26,14,12,5,19,"1",0.484375,0.393939393939394,0.636363636363636
"1531","VCU",2022,0,1433,75,27,59,6,18,15,23,8,21,15,11,9,4,18,"1",0.457627118644068,0.333333333333333,0.652173913043478
"1532","VMI",2022,0,1440,64,22,62,7,29,13,16,8,31,9,11,4,7,15,"1",0.354838709677419,0.241379310344828,0.8125
"1533","WKU",2022,0,1443,71,30,59,7,19,4,5,5,34,22,11,7,8,9,"1",0.508474576271186,0.368421052631579,0.8
"1534","Wake Forest",2022,0,1448,79,28,62,9,30,14,18,9,36,18,15,8,6,9,"1",0.451612903225806,0.3,0.777777777777778
"1535","Wichita St",2022,0,1455,71,25,55,7,22,14,16,6,24,18,8,5,4,14,"1",0.454545454545455,0.318181818181818,0.875
"1536","Wyoming",2022,0,1461,74,24,52,11,30,15,21,11,20,11,5,7,2,13,"1",0.461538461538462,0.366666666666667,0.714285714285714
"1537","Xavier",2022,0,1462,83,25,54,5,16,28,35,13,26,16,9,6,2,18,"1",0.462962962962963,0.3125,0.8
"1538","Youngstown St",2022,0,1464,71,28,55,5,19,10,16,5,41,13,14,3,2,16,"1",0.509090909090909,0.263157894736842,0.625
"1539","Dixie St",2022,0,1469,82,27,59,16,29,12,13,8,24,22,15,7,1,15,"1",0.457627118644068,0.551724137931034,0.923076923076923
"1540","Akron",2022,0,1103,73,19,42,11,25,24,38,7,25,15,15,5,4,13,"1",0.452380952380952,0.44,0.631578947368421
"1541","Baylor",2022,0,1124,57,22,56,6,24,7,7,8,29,12,11,7,3,17,"1",0.392857142857143,0.25,1
"1542","Coastal Car",2022,0,1157,60,24,50,4,13,8,14,10,25,12,14,4,6,16,"1",0.48,0.307692307692308,0.571428571428571
"1543","Col Charleston",2022,1,1158,78,25,65,7,21,21,25,13,21,13,12,9,5,21,"1",0.384615384615385,0.333333333333333,0.84
"1544","Davidson",2022,0,1172,79,29,59,13,30,8,8,6,23,17,7,5,3,14,"1",0.491525423728814,0.433333333333333,1
"1545","Dayton",2022,0,1173,62,21,50,7,18,13,21,9,26,15,14,9,0,18,"1",0.42,0.388888888888889,0.619047619047619
"1546","SIUE",2022,0,1188,60,19,49,3,22,19,33,9,26,11,15,5,2,19,"1",0.387755102040816,0.136363636363636,0.575757575757576
"1547","Fairfield",2022,0,1193,70,27,56,7,20,9,13,6,28,10,6,9,3,12,"1",0.482142857142857,0.35,0.692307692307692
"1548","Indiana",2022,0,1231,81,27,52,5,16,22,32,15,34,16,17,4,7,12,"1",0.519230769230769,0.3125,0.6875
"1549","Iona",2022,0,1233,91,32,62,10,22,17,23,9,24,20,11,6,6,16,"1",0.516129032258065,0.454545454545455,0.739130434782609
"1550","Iowa St",2022,0,1235,47,15,43,5,13,12,20,6,21,11,13,10,2,9,"1",0.348837209302326,0.384615384615385,0.6
"1551","Kansas St",2022,0,1243,82,28,51,11,21,15,17,6,19,17,8,8,0,20,"1",0.549019607843137,0.523809523809524,0.882352941176471
"1552","Loyola MD",2022,0,1259,67,25,57,8,21,9,18,11,25,16,16,7,1,23,"1",0.43859649122807,0.380952380952381,0.5
"1553","Maryland",2022,0,1268,70,24,49,8,13,14,18,8,20,9,14,7,4,15,"1",0.489795918367347,0.615384615384615,0.777777777777778
"1554","Miami FL",2022,0,1274,72,26,59,5,16,15,19,9,30,8,11,4,0,15,"1",0.440677966101695,0.3125,0.789473684210526
"1555","Monmouth NJ",2022,0,1284,56,21,53,6,25,8,12,7,23,9,12,6,3,16,"1",0.39622641509434,0.24,0.666666666666667
"1556","Navy",2022,0,1298,67,21,49,9,17,16,20,6,32,13,10,5,2,15,"1",0.428571428571429,0.529411764705882,0.8
"1557","Northwestern",2022,0,1321,70,27,62,5,20,11,13,7,32,17,6,7,9,16,"1",0.435483870967742,0.25,0.846153846153846
"1558","Purdue",2022,1,1345,82,30,60,5,21,17,25,9,27,18,14,6,9,16,"1",0.5,0.238095238095238,0.68
"1559","Seattle",2022,0,1370,73,31,57,8,21,3,5,7,22,6,13,10,1,17,"1",0.543859649122807,0.380952380952381,0.6
"1560","Seton Hall",2022,0,1371,77,27,63,5,21,18,22,10,24,8,11,10,3,15,"1",0.428571428571429,0.238095238095238,0.818181818181818
"1561","South Carolina",2022,0,1376,66,26,59,4,14,10,20,12,21,7,17,7,2,22,"1",0.440677966101695,0.285714285714286,0.5
"1562","St John's",2022,0,1385,82,35,74,10,25,2,5,10,29,18,6,10,4,12,"1",0.472972972972973,0.4,0.4
"1563","Stanford",2022,0,1390,72,25,57,8,24,14,20,12,19,13,14,8,3,20,"1",0.43859649122807,0.333333333333333,0.7
"1564","Tennessee St",2022,0,1398,73,29,60,6,16,9,16,11,25,12,18,12,2,20,"1",0.483333333333333,0.375,0.5625
"1565","UC Riverside",2022,0,1415,70,26,58,9,27,9,12,8,36,12,12,7,0,20,"1",0.448275862068966,0.333333333333333,0.75
"1566","USC",2022,0,1425,73,28,57,10,24,7,10,9,23,15,15,4,4,15,"1",0.491228070175439,0.416666666666667,0.7
"1567","UTEP",2022,0,1431,77,25,58,5,13,22,29,8,25,8,9,5,6,23,"1",0.431034482758621,0.384615384615385,0.758620689655172
"1568","West Virginia",2022,0,1452,63,22,46,6,16,13,24,5,26,10,15,6,6,13,"1",0.478260869565217,0.375,0.541666666666667
"1569","SUNY Albany",2022,0,1107,61,25,54,8,16,3,4,5,19,10,7,7,4,14,"1",0.462962962962963,0.5,0.75
"1570","G Washington",2022,0,1203,67,23,57,4,21,17,28,8,28,9,7,8,3,19,"1",0.403508771929825,0.19047619047619,0.607142857142857
"1571","N Dakota St",2022,0,1295,77,28,56,9,22,12,13,4,29,11,9,4,2,12,"1",0.5,0.409090909090909,0.923076923076923
"1572","N Illinois",2022,0,1296,70,21,48,7,14,21,32,7,27,11,16,7,2,28,"1",0.4375,0.5,0.65625
"1573","Oklahoma St",2022,1,1329,98,36,68,9,25,17,26,12,22,16,18,10,6,17,"1",0.529411764705882,0.36,0.653846153846154
"1574","Portland",2022,0,1339,78,25,56,11,25,17,19,7,19,17,9,4,2,14,"1",0.446428571428571,0.44,0.894736842105263
"1575","Princeton",2022,0,1343,89,35,68,10,29,9,12,5,24,14,5,5,3,17,"1",0.514705882352941,0.344827586206897,0.75
"1576","Rhode Island",2022,0,1348,82,28,55,7,21,19,23,7,31,12,14,8,2,22,"1",0.509090909090909,0.333333333333333,0.826086956521739
"1577","Sacred Heart",2022,0,1357,79,34,61,8,22,3,8,7,22,19,12,6,1,18,"1",0.557377049180328,0.363636363636364,0.375
"1578","Arizona St",2022,0,1113,58,25,60,4,15,4,5,3,25,11,8,5,1,19,"1",0.416666666666667,0.266666666666667,0.8
"1579","Auburn",2022,0,1120,70,25,69,9,25,11,16,10,33,13,10,7,11,15,"1",0.36231884057971,0.36,0.6875
"1580","Boise St",2022,0,1129,72,29,67,5,17,9,13,14,24,11,12,7,4,9,"1",0.432835820895522,0.294117647058824,0.692307692307692
"1581","Cincinnati",2022,0,1153,77,28,66,7,26,14,17,19,26,19,10,6,1,14,"1",0.424242424242424,0.269230769230769,0.823529411764706
"1582","Clemson",2022,0,1155,89,30,59,13,24,16,18,6,26,21,8,4,6,13,"1",0.508474576271186,0.541666666666667,0.888888888888889
"1583","DePaul",2022,0,1177,72,28,61,3,15,13,20,10,25,9,10,6,4,13,"1",0.459016393442623,0.2,0.65
"1584","Drexel",2022,0,1180,76,26,65,10,33,14,19,10,31,15,11,5,4,16,"1",0.4,0.303030303030303,0.736842105263158
"1585","Duke",2022,0,1181,103,33,59,15,27,22,24,5,31,23,15,11,9,9,"1",0.559322033898305,0.555555555555556,0.916666666666667
"1586","Houston",2022,0,1222,71,26,67,2,21,17,22,20,24,11,9,8,7,14,"1",0.388059701492537,0.0952380952380952,0.772727272727273
"1587","Jacksonville",2022,0,1239,62,20,54,8,19,14,21,10,20,13,8,13,4,15,"1",0.37037037037037,0.421052631578947,0.666666666666667
"1588","Louisville",2022,0,1257,86,30,58,7,20,19,23,9,30,12,14,8,1,21,"1",0.517241379310345,0.35,0.826086956521739
"1589","LSU",2022,0,1261,89,33,74,6,23,17,23,19,30,11,8,17,4,16,"1",0.445945945945946,0.260869565217391,0.739130434782609
"1590","Memphis",2022,0,1272,92,32,60,8,23,20,25,11,17,20,17,12,3,12,"1",0.533333333333333,0.347826086956522,0.8
"1591","Minnesota",2022,0,1278,79,25,43,11,21,18,23,6,35,23,28,5,4,14,"1",0.581395348837209,0.523809523809524,0.782608695652174
"1592","Mississippi St",2022,0,1280,79,24,44,5,10,26,30,5,32,21,13,6,5,14,"1",0.545454545454545,0.5,0.866666666666667
"1593","Monmouth NJ",2022,0,1284,69,18,53,4,17,29,33,14,23,12,13,6,2,19,"1",0.339622641509434,0.235294117647059,0.878787878787879
"1594","NC A&T",2022,0,1299,69,25,53,3,13,16,23,8,20,12,11,12,0,10,"1",0.471698113207547,0.230769230769231,0.695652173913043
"1595","North Carolina",2022,0,1314,74,30,60,5,16,9,14,12,30,18,8,3,2,10,"1",0.5,0.3125,0.642857142857143
"1596","North Texas",2022,0,1317,65,21,48,5,23,18,27,7,26,10,13,11,1,14,"1",0.4375,0.217391304347826,0.666666666666667
"1597","Northern Iowa",2022,0,1320,66,20,43,8,21,18,22,6,26,12,11,5,0,5,"1",0.465116279069767,0.380952380952381,0.818181818181818
"1598","Pacific",2022,1,1334,80,30,64,7,15,13,21,11,26,17,8,8,3,18,"1",0.46875,0.466666666666667,0.619047619047619
"1599","South Alabama",2022,0,1375,69,21,48,7,20,20,29,8,25,9,22,5,10,19,"1",0.4375,0.35,0.689655172413793
"1600","South Florida",2022,0,1378,60,19,48,2,15,20,29,7,30,14,14,6,6,18,"1",0.395833333333333,0.133333333333333,0.689655172413793
"1601","St Francis PA",2022,0,1384,81,34,65,7,18,6,12,9,25,18,10,13,3,12,"1",0.523076923076923,0.388888888888889,0.5
"1602","Stony Brook",2022,0,1392,87,34,62,14,27,5,7,9,23,17,15,8,3,13,"1",0.548387096774194,0.518518518518518,0.714285714285714
"1603","Tennessee",2022,0,1397,96,38,68,11,25,9,16,15,28,29,10,15,5,15,"1",0.558823529411765,0.44,0.5625
"1604","Texas",2022,0,1400,63,21,49,6,20,15,21,7,28,11,8,13,4,14,"1",0.428571428571429,0.3,0.714285714285714
"1605","Texas Tech",2022,0,1403,75,28,50,7,18,12,16,5,27,14,13,6,2,15,"1",0.56,0.388888888888889,0.75
"1606","TN Martin",2022,0,1404,79,33,62,5,16,8,11,9,27,15,17,9,4,18,"1",0.532258064516129,0.3125,0.727272727272727
"1607","Towson",2022,0,1406,74,24,49,10,18,16,19,7,18,17,13,5,3,17,"1",0.489795918367347,0.555555555555556,0.842105263157895
"1608","Troy",2022,0,1407,66,24,52,7,19,11,19,11,21,17,17,11,1,14,"1",0.461538461538462,0.368421052631579,0.578947368421053
"1609","TX Southern",2022,0,1411,70,30,59,5,20,5,9,9,27,17,14,6,9,15,"1",0.508474576271186,0.25,0.555555555555556
"1610","UAB",2022,0,1412,79,30,68,7,12,12,21,12,27,11,10,13,12,17,"1",0.441176470588235,0.583333333333333,0.571428571428571
"1611","UC Davis",2022,0,1413,71,28,55,4,12,11,16,3,28,11,12,7,1,18,"1",0.509090909090909,0.333333333333333,0.6875
"1612","ULM",2022,0,1419,82,32,59,11,21,7,11,8,17,19,14,11,1,21,"1",0.542372881355932,0.523809523809524,0.636363636363636
"1613","Wake Forest",2022,0,1448,77,21,58,7,28,28,31,9,33,6,9,5,4,13,"1",0.362068965517241,0.25,0.903225806451613
"1614","Wichita St",2022,0,1455,82,31,67,6,24,14,18,16,23,20,12,8,7,15,"1",0.462686567164179,0.25,0.777777777777778
"1615","Abilene Chr",2022,0,1101,69,17,44,5,17,30,40,9,22,11,20,14,3,22,"1",0.386363636363636,0.294117647058824,0.75
"1616","Akron",2022,0,1103,66,25,54,9,23,7,10,7,27,11,12,6,1,15,"1",0.462962962962963,0.391304347826087,0.7
"1617","Arizona",2022,0,1112,101,39,73,8,22,15,19,13,27,23,11,8,6,17,"1",0.534246575342466,0.363636363636364,0.789473684210526
"1618","Belmont",2022,0,1125,76,28,47,8,20,12,18,5,21,19,17,10,6,12,"1",0.595744680851064,0.4,0.666666666666667
"1619","Denver",2022,0,1176,64,26,54,3,12,9,16,11,29,7,18,4,5,15,"1",0.481481481481481,0.25,0.5625
"1620","Elon",2022,0,1189,63,21,50,7,20,14,18,10,22,16,15,6,2,23,"1",0.42,0.35,0.777777777777778
"1621","Fairfield",2022,0,1193,72,31,68,5,27,5,9,14,27,19,9,7,2,16,"1",0.455882352941176,0.185185185185185,0.555555555555556
"1622","Florida St",2022,0,1199,97,37,70,14,26,9,13,8,30,22,10,10,8,14,"1",0.528571428571429,0.538461538461538,0.692307692307692
"1623","Ga Southern",2022,0,1204,69,25,52,8,24,11,18,6,28,11,14,7,3,14,"1",0.480769230769231,0.333333333333333,0.611111111111111
"1624","Georgetown",2022,0,1207,85,32,58,7,16,14,23,11,27,16,21,9,8,19,"1",0.551724137931034,0.4375,0.608695652173913
"1625","Jacksonville St",2022,0,1240,66,20,54,4,20,22,25,12,22,9,10,5,3,12,"1",0.37037037037037,0.2,0.88
"1626","Mississippi",2022,0,1279,62,22,60,5,21,13,20,6,29,13,8,7,4,9,"1",0.366666666666667,0.238095238095238,0.65
"1627","Missouri St",2022,0,1283,75,28,58,10,26,9,12,4,30,12,15,6,7,16,"1",0.482758620689655,0.384615384615385,0.75
"1628","NC Central",2022,0,1300,72,23,48,4,9,22,34,9,14,13,20,11,1,23,"1",0.479166666666667,0.444444444444444,0.647058823529412
"1629","New Mexico St",2022,0,1308,64,22,51,5,17,15,22,11,18,11,15,7,4,15,"1",0.431372549019608,0.294117647058824,0.681818181818182
"1630","Ohio",2022,0,1325,75,22,55,7,23,24,26,6,26,10,14,11,2,15,"1",0.4,0.304347826086957,0.923076923076923
"1631","Oregon",2022,0,1332,96,37,69,8,20,14,19,13,27,16,7,7,1,20,"1",0.536231884057971,0.4,0.736842105263158
"1632","S Illinois",2022,0,1356,80,28,47,12,20,12,14,3,25,19,12,9,3,9,"1",0.595744680851064,0.6,0.857142857142857
"1633","South Dakota",2022,0,1377,78,22,47,8,21,26,32,4,25,12,9,5,4,18,"1",0.468085106382979,0.380952380952381,0.8125
"1634","Texas St",2022,0,1402,67,27,56,7,25,6,10,12,22,15,9,5,2,13,"1",0.482142857142857,0.28,0.6
"1635","UCF",2022,0,1416,65,21,54,5,16,18,22,12,25,11,12,3,4,22,"1",0.388888888888889,0.3125,0.818181818181818
"1636","UNLV",2022,0,1424,84,26,59,8,31,24,31,11,22,18,11,7,3,18,"1",0.440677966101695,0.258064516129032,0.774193548387097
"1637","USC",2022,0,1425,66,24,59,3,13,15,24,13,29,14,11,5,5,12,"1",0.406779661016949,0.230769230769231,0.625
"1638","Utah St",2022,0,1429,95,36,69,15,30,8,8,10,30,23,11,5,0,22,"1",0.521739130434783,0.5,1
"1639","VCU",2022,0,1433,66,24,43,4,11,14,23,1,25,15,22,13,3,13,"1",0.558139534883721,0.363636363636364,0.608695652173913
"1640","Wisconsin",2022,0,1458,71,24,55,6,21,17,27,10,22,10,8,6,2,14,"1",0.436363636363636,0.285714285714286,0.62962962962963
"1641","Xavier",2022,0,1462,86,29,59,11,24,17,18,8,26,25,15,6,7,6,"1",0.491525423728814,0.458333333333333,0.944444444444444
"1642","Chicago St",2022,0,1152,61,19,51,10,30,13,17,18,27,9,23,3,6,19,"1",0.372549019607843,0.333333333333333,0.764705882352941
"1643","Drake",2022,1,1179,70,26,68,4,21,14,19,18,26,13,11,4,4,15,"1",0.382352941176471,0.19047619047619,0.736842105263158
"1644","Duke",2022,0,1181,92,33,58,15,30,11,13,6,22,21,9,6,4,14,"1",0.568965517241379,0.5,0.846153846153846
"1645","Oral Roberts",2022,0,1331,71,26,59,14,32,5,10,7,27,17,8,6,6,13,"1",0.440677966101695,0.4375,0.5
"1646","Rice",2022,0,1349,85,32,64,12,27,9,12,10,41,19,15,3,3,13,"1",0.5,0.444444444444444,0.75
"1647","Stanford",2022,1,1390,89,35,68,6,17,13,25,12,30,14,9,6,2,16,"1",0.514705882352941,0.352941176470588,0.52
"1648","Stetson",2022,0,1391,67,26,56,7,21,8,14,8,25,15,15,8,7,16,"1",0.464285714285714,0.333333333333333,0.571428571428571
"1649","Tennessee St",2022,0,1398,78,31,64,11,30,5,7,10,22,12,12,8,6,15,"1",0.484375,0.366666666666667,0.714285714285714
"1650","Tulsa",2022,0,1409,83,28,54,9,19,18,21,8,24,15,16,8,5,16,"1",0.518518518518518,0.473684210526316,0.857142857142857
"1651","UNC Greensboro",2022,0,1422,62,22,53,7,23,11,17,10,25,9,12,6,1,15,"1",0.415094339622642,0.304347826086957,0.647058823529412
"1652","UTEP",2022,0,1431,82,27,57,12,29,16,21,8,21,15,12,10,2,12,"1",0.473684210526316,0.413793103448276,0.761904761904762
"1653","Creighton",2022,0,1166,79,31,57,9,23,8,10,9,29,14,14,3,5,13,"1",0.543859649122807,0.391304347826087,0.8
"1654","Fresno St",2022,0,1201,83,30,57,11,21,12,15,10,24,18,9,8,1,15,"1",0.526315789473684,0.523809523809524,0.8
"1655","Liberty",2022,0,1251,74,28,61,9,27,9,13,7,28,16,11,8,3,15,"1",0.459016393442623,0.333333333333333,0.692307692307692
